CustomerID,Age,Gender,Location,Income,PurchaseFrequency,Recency,TotalSpend,WebsiteVisits,CampaignResponse
C0953,43,Male,Urban,22605,4,346,806.95,12,0
C0954,63,Female,Suburban,52229,2,81,814.06,11,1
C0955,51,Female,Rural,63808,3,156,2740.06,10,0
C0956,66,Other,Rural,68984,8,275,6530.5,31,0
C0957,31,Male,Suburban,49803,5,283,1898.64,26,0
C0958,43,Male,Suburban,60688,6,249,4169.38,29,0
C0959,62,Female,Urban,20000,2,147,539.43,9,0
C0960,44,Female,Suburban,46835,3,7,1266.84,3,0
C0961,26,Male,Urban,69070,3,157,2755.8,17,0
C0962,43,Male,Urban,40354,7,171,1848.58,7,0
C0963,64,Male,Urban,61179,5,69,4046.32,18,0
C0964,39,Female,Urban,68937,2,94,1434.3,10,0
C0965,64,Male,Suburban,53149,2,363,768.51,10,0
C0966,47,Male,Urban,63409,7,186,4026.46,11,0
C0967,60,Male,Suburban,40745,8,170,4850.26,20,1
C0968,65,Male,Urban,55867,4,204,2868.34,19,0
C0969,34,Male,Urban,72204,4,42,3105.02,12,0
C0970,43,Female,Suburban,63139,4,13,1553.63,20,0
C0971,53,Male,Urban,48269,3,154,1329.06,9,1
C0972,18,Female,Urban,64484,4,274,1968.18,25,0
C0973,25,Male,Suburban,74292,6,298,2545.25,31,0
C0974,66,Female,Urban,20000,5,51,1042.2,16,0
C0975,52,Female,Rural,83181,5,212,5777.69,17,0
C0976,69,Female,Urban,53274,3,144,1878.87,6,0
C0977,32,Female,Urban,68509,6,357,3081.59,15,0
C0978,64,Male,Suburban,83944,4,3,3604.84,6,0
C0979,39,Male,Urban,32566,2,254,940.01,12,1
C0980,31,Female,Urban,45811,5,335,2801.15,14,0
C0981,43,Other,Urban,54229,7,256,4515.28,32,0
C0982,45,Female,Urban,44324,8,98,5205.97,27,0
C0983,40,Female,Rural,94698,0,999,0.0,7,1
C0984,31,Female,Urban,42864,5,150,1364.41,7,0
C0985,41,Male,Suburban,48889,4,279,1657.6,7,1
C0986,19,Male,Rural,64087,6,59,5633.79,18,0
C0987,62,Female,Urban,35957,4,113,1423.47,14,0
C0988,43,Female,Rural,52086,7,324,2230.04,21,0
C0989,31,Male,Urban,66349,2,243,1272.05,9,1
C0990,68,Female,Rural,53342,3,310,1915.5,9,0
C0991,24,Male,Urban,58132,3,57,2611.66,3,0
C0992,20,Female,Suburban,49413,5,60,2035.58,17,0
C0993,64,Male,Urban,29710,6,329,1807.71,17,0
C0994,40,Male,Urban,66431,9,216,8248.82,23,0
C0995,63,Female,Suburban,95098,6,233,4880.05,29,1
C0996,60,Male,Suburban,60368,7,55,2574.59,8,0
C0997,64,Female,Urban,64505,2,208,1869.27,7,0
C0998,62,Female,Urban,73854,2,63,1460.01,11,0
C0999,35,Female,Suburban,34613,8,184,2776.75,17,0
C1000,55,Male,Suburban,94050,8,311,8435.91,28,0
